EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
849891,MIAMI-DADE CO.,OPA LOCKA,08/14/2019,1300,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,141551,C,86,MFL,0,0,Social Media, , , ,2,ENE,2,ENE,OPA LOCKA,08/14/2019,1305,25.93,-80.25,25.93,-80.25,"Picture received via social media of a funnel cloud sighted from the Palmetto Expressway near NW 27 avenue in Miami Gardens.","Stagnant weather pattern characterized by lingering tropical moisture and southwesterly flow. This lead to strong thunderstorms along the east coast metro that produced funnel clouds and street flooding from heavy rainfall.",374
849894,MIAMI-DADE CO.,RICHMOND HGTS,08/15/2019,1400,Flash Flood, , ,0,0,30000,0,FL,EST-5, ,141553,C,86,MFL,0,0,NWS Employee,Heavy Rain, , ,2,N,2,ENE,MIAMI NEW TAMIAMI AR,08/15/2019,1800,25.6658,-80.3713,25.6662,-80.3943,"Thunderstorms produced very heavy rainfall that measured over 7 inches in about 3 hours across portions of Kendall, centered near the intersection of SW 117 Avenue and SW 120 Street. This rainfall produced flash flooding and resulted in water approaching and reaching the bases of various structures and warehouses. There were also multiple media reports of flooding with impassable roadways.","Mid-level troughing over the eastern US helped keep abundant tropical moisture in place via southwesterly flow. Scattered to numerous afternoon thunderstorms produced gusty winds and flash flooding.",375
850768,MIAMI-DADE CO.,CORAL GABLES,08/26/2019,1200,Flood, , ,0,0,0,0,FL,EST-5, ,141699,C,86,MFL,0,0,Social Media,Heavy Rain, , ,2,NE,2,W,MIAMI,08/26/2019,1600,25.77,-80.23,25.7724,-80.2302,"Picture received via social media of a flooded intersection at 18th Court and Flagler Street in Miami. Water was reportedly more than a foot deep. Nearby automated rain gauges measured 2.5 to almost 3 inches of rain in only an hour.","A weak low formerly across South Florida slowly progressing towards the NE along with a weak frontal boundary over the region allowed convection to initiate across the region with scattered to numerous showers and thunderstorms. Plentiful low-level moisture in place and light steering flow allowed for training and back-building. Heavy rainfall rates associated with these storms/showers lead to flooding of streets across portions of Miami-Dade County.",376
850933,MIAMI-DADE CO.,(MIA)MIAMI INTL,08/27/2019,1730,Flood, , ,0,0,0,0,FL,EST-5, ,141732,C,86,MFL,0,0,NWS Employee,Heavy Rain, , ,2,ESE,1,ENE,(MIA)MIAMI INTL,08/27/2019,2000,25.795,-80.256,25.8046,-80.2579,"Picture received by a WFO NWS Miami employee via social media of flooding (roughly 1 ft deep) near the intersection of NW 37th Ave and NW 24th St near Miami International Airport.","Daytime heating combined with sufficient boundary layer moisture and sea breeze development supports scattered to numerous showers and thunderstorms across most of South Florida, especially during the afternoon. Unidirectional northwesterly low to mid level steering flow helps to push the majority of convection towards the interior and east coast. With the development of the Atlantic sea breeze, much of the convection focused over Broward and Miami-Dade Counties, where some showers/storms produced locally heavy rainfall, and thus flooding, gusty winds, and a waterspout.",377
851079,MIAMI-DADE CO.,MIAMI,08/30/2019,500,Flood, , ,0,0,0,0,FL,EST-5, ,141756,C,86,MFL,0,0,Broadcast Media,Heavy Rain, , ,2,WNW,2,NE,CORAL GABLES,08/30/2019,900,25.7758,-80.2312,25.7693,-80.2311,"WSVN meteorologist reported street  flooding near Little Havana by Flagler Street. Water halfway up some cars parked by the median.","Established easterly flow, combined with plentiful low-level moisture, allowed for scattered showers and a few thunderstorms to develop over the Atlantic waters during the morning. These showers/storms moved onshore along the east coast metro during the morning hours. Heavy rainfall rates lead to flooding of streets across areas of Miami-Dade Counties, especially with antecedent soil conditions from prior days rainfall. High tides also contributed to minor coastal flooding across the area.",378
851080,COASTAL MIAMI-DADE COUNTY (ZONE), ,08/30/2019,800,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,141756,Z,173,MFL,0,0,Social Media, , , , , , , , ,08/30/2019,1000, , , , ,"WPLG's social media reported coastal flooding from King tides at the Haulover Marina Parking lot.","Established easterly flow, combined with plentiful low-level moisture, allowed for scattered showers and a few thunderstorms to develop over the Atlantic waters during the morning. These showers/storms moved onshore along the east coast metro during the morning hours. Heavy rainfall rates lead to flooding of streets across areas of Miami-Dade Counties, especially with antecedent soil conditions from prior days rainfall. High tides also contributed to minor coastal flooding across the area.",379
851081,COASTAL MIAMI-DADE COUNTY (ZONE), ,08/31/2019,800,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,141757,Z,173,MFL,0,0,Emergency Manager, , , , , , , , ,08/31/2019,1000, , , , ,"An Emergency Manage reported flooding of boat ramps at Matheson Hammock Park Marina during high tide.","Higher than normal tides caused coastal flooding along portions of coastal Miami-Dade County. A new moon phase allowed tides to run about 0.5 to 1 inch above predicted levels. These levels along with the small northeast swells lead to some minor coastal flooding along the east coast of Miami-Dade during the high tide cycles.",380
851082,COASTAL MIAMI-DADE COUNTY (ZONE), ,08/31/2019,800,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,141757,Z,173,MFL,0,0,Emergency Manager, , , , , , , , ,08/31/2019,1000, , , , ,"An Emergency Manager reported flooding of boat ramps at the Haulover Park Marina during high tide.","Higher than normal tides caused coastal flooding along portions of coastal Miami-Dade County. A new moon phase allowed tides to run about 0.5 to 1 inch above predicted levels. These levels along with the small northeast swells lead to some minor coastal flooding along the east coast of Miami-Dade during the high tide cycles.",381
854250,COASTAL MIAMI-DADE COUNTY (ZONE), ,09/03/2019,300,Storm Surge/Tide, , ,0,0,0,0,FL,EST-5, ,142138,Z,173,MFL,0,0,Official NWS Observations, , , , , , , , ,09/03/2019,1600, , , , ,"A peak water level of 1.85 feet above mean higher high water was observed at Virginia Key at 1:06 PM EDT on September 3rd, with a peak surge of 1.55 feet above the predicted astronomical tide. Inundation was generally less than 2 feet.||Some overtopping of seawalls were observed in Miami-Dade County. Some streets and docks were flooded on Miami Beach as well as near the Biscayne Bay shoreline in the city of Miami.","Powerful Hurricane Dorian passed 100 miles to the east of Palm Beach County over the northwestern Bahamas. As Dorian tracked very slowly through Abaco and Grand Bahama islands, outer rain bands produced wind gusts of tropical storm force over Southeast Florida, with sustained tropical storm force winds along parts of coastal Palm Beach County. A peak storm surge of 1-2 feet was observed along portions of the Atlantic coast particularly during high tide.",382
854256,METROPOLITAN MIAMI-DADE (ZONE), ,09/03/2019,300,Tropical Depression, , ,0,0,0,0,FL,EST-5, ,142138,Z,74,MFL,0,0,ASOS, , , , , , , , ,09/03/2019,1600, , , , ,"Outer rain bands of Hurricane Dorian produced maximum sustained winds generally between 25-30 mph along metro Miami-Dade County, with the highest sustained reading of 30 mph from the west-northwest recorded at the ASOS station at Opa-Locka Airport at 245 PM EDT on September 3rd. Tropical storm force wind gust were measured as high as 35-45 mph. A total of around 779 customers lost power in Miami-Dade County, otherwise wind impacts were minor.||Lowest observed sea level pressure was 1002.7 mb at Opa-Locka Airport at 535 AM on September 3rd. Rainfall was generally between 2-3 inches.","Powerful Hurricane Dorian passed 100 miles to the east of Palm Beach County over the northwestern Bahamas. As Dorian tracked very slowly through Abaco and Grand Bahama islands, outer rain bands produced wind gusts of tropical storm force over Southeast Florida, with sustained tropical storm force winds along parts of coastal Palm Beach County. A peak storm surge of 1-2 feet was observed along portions of the Atlantic coast particularly during high tide.",383
854258,INLAND MIAMI-DADE (ZONE), ,09/03/2019,300,Tropical Depression, , ,0,0,0,0,FL,EST-5, ,142138,Z,73,MFL,0,0,ASOS, , , , , , , , ,09/03/2019,1600, , , , ,"Outer rain bands of Hurricane Dorian produced maximum sustained winds generally between 25-35 mph over inland Miami-Dade County, with the highest sustained reading of 31 mph from the northwest recorded at the ASOS station at Miami Executive Airport at 250 PM on September 3rd. Tropical storm force wind gust were measured as high as 40-45 mph. A total of around 808 customers lost power in Miami-Dade County, otherwise wind impacts were minor.||Lowest sea level pressure was 1003.7 mb at Miami Executive Airport at 535 AM on September 3rd.","Powerful Hurricane Dorian passed 100 miles to the east of Palm Beach County over the northwestern Bahamas. As Dorian tracked very slowly through Abaco and Grand Bahama islands, outer rain bands produced wind gusts of tropical storm force over Southeast Florida, with sustained tropical storm force winds along parts of coastal Palm Beach County. A peak storm surge of 1-2 feet was observed along portions of the Atlantic coast particularly during high tide.",384
854262,COASTAL MIAMI-DADE COUNTY (ZONE), ,09/03/2019,300,Tropical Depression, , ,0,0,0,0,FL,EST-5, ,142138,Z,173,MFL,0,0,Mesonet, , , , , , , , ,09/03/2019,1600, , , , ,"Outer rain bands of Hurricane Dorian produced maximum sustained winds generally between 25-35 mph over coastal Miami-Dade County. Tropical storm force wind gust were measured as high as 40-50 mph. A total of around 808 customers lost power in Miami-Dade County, otherwise wind impacts were minor. Rainfall was generally between 2-3 inches.","Powerful Hurricane Dorian passed 100 miles to the east of Palm Beach County over the northwestern Bahamas. As Dorian tracked very slowly through Abaco and Grand Bahama islands, outer rain bands produced wind gusts of tropical storm force over Southeast Florida, with sustained tropical storm force winds along parts of coastal Palm Beach County. A peak storm surge of 1-2 feet was observed along portions of the Atlantic coast particularly during high tide.",385
856991,COASTAL MIAMI-DADE COUNTY (ZONE), ,09/27/2019,930,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,142791,Z,173,MFL,0,0,Social Media, , , , , , , , ,09/27/2019,1100, , , , ,"Multiple reports of coastal flooding during high tide across coastal Miami-Dade County. These include intersections at different neighborhoods, Brickell, Matheson Hammock, and Miami Beach. A few inches to up to a foot of standing water was observed across Coastal Miami-Dade.","Higher than normal astronomical tides associated with the new moon phase caused coastal flooding along portions of the east coast. This flooding was related to salt water inundation with sea water over-topping sea walls, docks, boat ramps and coming up out of storm drains.",386
857289,COASTAL MIAMI-DADE COUNTY (ZONE), ,09/29/2019,830,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,142791,Z,173,MFL,0,0,Social Media, , , , , , , , ,09/29/2019,1200, , , , ,"Tidal flooding observed near the high tide in the following locations: NE Miami at the intersection of NE 10 Avenue and NE 81 Street with water as much as 8-10 inches deep in parts of the intersection; Matheson Hammock Park with as much as 4-6 inches of water covering the parking lot; and Brickell Bay Drive and SE 12 Street with water a few inches deep.","Higher than normal astronomical tides associated with the new moon phase caused coastal flooding along portions of the east coast. This flooding was related to salt water inundation with sea water over-topping sea walls, docks, boat ramps and coming up out of storm drains.",387
857290,COASTAL MIAMI-DADE COUNTY (ZONE), ,09/30/2019,930,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,142791,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,09/30/2019,1300, , , , ,"Standing water less than 1 foot deep on several streets in Miami Beach, primarily the mid and north sections. Roads impacted include: Alton Road, Indian Creek Drive, and Collins Avenue. ||Also, street flooding in the Shorecrest neighborhood of Miami, in the area of NE 10 Avenue between NE 79th and 81st Streets; flooding at Jose Marti Park along the Miami River and I-95 where water overtopped the seawall and was 6-8 inches deep in parts of the park; and in the parking lot of Matheson Hammock Park.","Higher than normal astronomical tides associated with the new moon phase caused coastal flooding along portions of the east coast. This flooding was related to salt water inundation with sea water over-topping sea walls, docks, boat ramps and coming up out of storm drains.",388
856220,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/01/2019,1030,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,142638,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,10/01/2019,1230, , , , ,"An off-duty NWS Employee reported flooding of streets during high tide in Miami Beach, mainly in streets near Biscayne Bay by Bayview Towers. Photos from Broadcast media also show standing water less than 1 ft just east of Biscayne Blvd between NW 30th street and NE 5th Ave.","The high October astronomical tides, King tides, in combination with the breezy northeasterly winds brought minor coastal flooding along the east coast of South Florida.",389
856222,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/01/2019,1030,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,142638,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/01/2019,1230, , , , ,"Reports from social media shower street flooding during high tide in the Shorecrest neighborhood of NE Miami, mainly in the area of NE 10th avenue between NE 79th and 81st street. Additional street flooding at NE 89th street and Bayshore Drive, as well as in adjacent Miami Shores near the bayfront.","The high October astronomical tides, King tides, in combination with the breezy northeasterly winds brought minor coastal flooding along the east coast of South Florida.",390
856223,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/01/2019,1030,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,142638,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/01/2019,1230, , , , ,"Photos from Social Media showed flooding of Collins Avenue at 50th street from water overtopping the seawall of Indian Creek.","The high October astronomical tides, King tides, in combination with the breezy northeasterly winds brought minor coastal flooding along the east coast of South Florida.",391
856224,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/01/2019,1030,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,142638,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/01/2019,1230, , , , ,"Photos via social media showed water covering intersection of Brickell Key Drive and SE 12th street around high tide. Water spread over curbs and across the sidewalks.","The high October astronomical tides, King tides, in combination with the breezy northeasterly winds brought minor coastal flooding along the east coast of South Florida.",392
856225,MIAMI-DADE CO.,GOLDEN BEACH,10/11/2019,1700,Flood, , ,0,0,2000,0,FL,EST-5, ,142639,C,86,MFL,0,0,NWS Employee,Heavy Rain, , ,3,NW,2,WNW,GOLDEN BEACH,10/11/2019,1900,25.9738,-80.1535,25.9679,-80.1512,"Photos received from public show street flooding in the Aventura Waterways area near NE 211 Street and NE 26 Avenue. A trained spotter called in with at least 4 inches of standing water on roadways, along with pictures from news media showing water as high as the hood of a car. Between 2.5 and 3 inches of rain fell in this area from thunderstorms.","A decaying frontal boundary over southern portions of the area provided enough instability for afternoon storms to develop over the east coast metro areas. These storms produced heavy rainfall that lead to in Miami-Dade and Broward.",393
856226,MIAMI-DADE CO.,NORTH MIAMI,10/11/2019,1700,Flood, , ,0,0,0,0,FL,EST-5, ,142639,C,86,MFL,0,0,NWS Employee,Heavy Rain, , ,1,ENE,1,ENE,NORTH MIAMI,10/11/2019,2000,25.89,-80.16,25.888,-80.1597,"Recieved photos from and NWS employee of street flooding near corner of Biscayne Blvd and Sans Souci Blvd.","A decaying frontal boundary over southern portions of the area provided enough instability for afternoon storms to develop over the east coast metro areas. These storms produced heavy rainfall that lead to in Miami-Dade and Broward.",394
856238,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/13/2019,900,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,142650,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/13/2019,1100, , , , ,"Multiple reports via social media and broadcast media of tidal flooding during high tide along coastal areas of Miami-Dade County and along the Miami River. Areas included are Miami Beach, Downtown Miami, Brickell, Miami Shores and many other coastal cities.","Higher than normal high tides resulted in coastal flooding along portions of Coastal Miami-Dade during high tide.",395
863838,MIAMI-DADE CO.,HOMESTEAD GEN AVN AR,11/01/2019,1630,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,143893,C,86,MFL,0,0,Social Media, , , ,5,NW,5,NW,HOMESTEAD GEN AVN AR,11/01/2019,1633,25.54,-80.61,25.54,-80.61,"Local media reported various social media reports of a funnel cloud west of Homestead in southwest Miami-Dade, associated with a showers in the area.","Southerly wind flow with abundant moisture across South Florida ahead of an approaching cold front. Showers and a few storms were able to form ahead of a cold front over the east coast. One of these showers west of homestead was able to form a funnel cloud.",396
863847,COASTAL MIAMI-DADE COUNTY (ZONE), ,11/14/2019,1000,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,143896,Z,173,MFL,0,0,Social Media, , , , , , , , ,11/14/2019,1200, , , , ,"Picture on twitter of standing water on roadways near 71st street and Indian creek drive in Miami beach. Water was up to the curb but less than 1 foot deep.","The high November astronomical tides in combination with the breezy northeasterly winds brought minor coastal flooding along the east coast of South Florida.",397
863843,COASTAL MIAMI-DADE COUNTY (ZONE), ,11/15/2019,1030,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,143895,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,11/15/2019,1200, , , , ,"An off duty NWS employee reported minor coastal flooding associated with higher than normal tides today at Miami beach. Ocean water breached the sea wall.","The high November astronomical tides in combination with the breezy northeasterly winds brought minor coastal flooding along the east coast of South Florida.",398
863844,COASTAL MIAMI-DADE COUNTY (ZONE), ,11/17/2019,1300,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,143895,Z,173,MFL,0,0,Social Media, , , , , , , , ,11/17/2019,1500, , , , ,"Picture on twitter of standing water on roadways and parking lots in hollywood beach. water level up to the curb in some areas.","The high November astronomical tides in combination with the breezy northeasterly winds brought minor coastal flooding along the east coast of South Florida.",399
863845,COASTAL MIAMI-DADE COUNTY (ZONE), ,11/19/2019,1200,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,143895,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,11/19/2019,1400, , , , ,"An off duty NWS employee reported minor coastal flooding associated with higher than normal tides today at Miami beach.","The high November astronomical tides in combination with the breezy northeasterly winds brought minor coastal flooding along the east coast of South Florida.",400
866164,MIAMI-DADE CO.,MIAMI,12/23/2019,200,Flood, , ,0,0,0,0,FL,EST-5, ,144200,C,86,MFL,0,0,Trained Spotter,Heavy Rain, , ,1,ENE,1,NE,MIAMI,12/23/2019,700,25.7745,-80.1856,25.7836,-80.189,"Heavy rainfall of 3 to 5 inches fell across the area, resulting in stranded cars along NE 11th street and Biscayne Blvd in Miami.","A strong cold front moved through the region behind a deep, low pressure system that developed over the Gulf and pushed eastward. Ahead of the cold front, a strong line of storms crossed through South Florida and produced heavy rain and flooding across the east coast metro areas.",401
869837,MIAMI-DADE CO.,BAY HARBOR IS,12/23/2019,215,Flood, , ,0,0,0,0,FL,EST-5, ,144200,C,86,MFL,0,0,Social Media,Heavy Rain, , ,1,N,1,NNW,MIAMI SHRS,12/23/2019,715,25.8871,-80.153,25.8862,-80.2075,"Reports of extensive flooding in NE Miami-Dade County from the county line at Aventura south to the North Miami area. Multiple reports received of significant street and parking lot flooding, with reports of flooded parking garages and stalled vehicles, particularly in Aventura as well as along Biscayne Boulevard and NE 123 Street.","A strong cold front moved through the region behind a deep, low pressure system that developed over the Gulf and pushed eastward. Ahead of the cold front, a strong line of storms crossed through South Florida and produced heavy rain and flooding across the east coast metro areas.",402
866673,COASTAL MIAMI-DADE COUNTY (ZONE), ,12/25/2019,1337,Rip Current, , ,0,0,0,0,FL,EST-5, ,144390,Z,173,MFL,0,0,Lifeguard, , , , , , , , ,12/25/2019,1337, , , , ,"Lifeguards rescued 7 swimmers caught in a rip current at Miami Beach around 0137 PM EST.","Onshore flow, increasing swells, and rough surf brought hazardous marine and beach conditions to South Florida Atlantic coast beaches. At a beach in Miami, a seven people were rescued by lifeguards.",403
871606,MIAMI-DADE CO.,COCONUT GROVE,02/01/2020,0,Flood, , ,0,0,0,0,FL,EST-5, ,145149,C,86,MFL,0,0,NWS Employee,Heavy Rain, , ,1,E,3,SSE,BISCAYNE PARK,02/01/2020,100,25.73,-80.23,25.7379,-80.1279,"Several social media reports showed street flooding due to heavy rainfall in Miami Beach. An off duty NWS employee reported minor flooding in Wynwood near the intersection of NW 2nd Ave and 27th Terr. Pictures and video via social media showed water ankle high and flowing, along with stranded cars and floating barricades due to excessive water over the roadway.","A strong low pressure system over the Gulf of Mexico helped to pump moist and unstable air across South Florida during the evening and nighttime hours of January 31st, and early morning of February 1st. Strong thunderstorms developed ahead of a cold front over the eastern Gulf of Mexico, and moved east across the southern Florida peninsula. As these storms moved across Miami Beach, heavy rainfall and minor flooding occurred.",404
880857,MIAMI-DADE CO.,WESTWOOD LAKES,04/11/2020,1800,Flood, , ,0,0,0,0,FL,EST-5, ,146574,C,86,MFL,0,0,NWS Employee,Heavy Rain, , ,1,SE,2,SSE,WESTWOOD LAKES,04/11/2020,2000,25.7222,-80.3702,25.6963,-80.372,"Off-duty NWS employee reported 4 inches of rainfall that resulted in ponding of water and minor, localized street/parking lot flooding at SW 57th Ave & SW 100th Street, SW 107th Ave & SW 56th St, and at SW 72nd Ave & SW 72nd Street (Sunset Drive/FL 986).","A lingering frontal boundary across South Florida provided substantial instability for showers and thunderstorms to develop as the Atlantic sea breeze pushed inland. Heavy rainfall associated with these thunderstorms resulted in flooding over Miami-Dade.",405
890805,INLAND MIAMI-DADE (ZONE), ,04/21/2020,700,Drought, , ,0,0,0,0,FL,EST-5, ,147932,Z,73,MFL,0,0,Other Federal Agency, , , , , , , , ,04/30/2020,2359, , , , ,"Rainfall amounts for all of March and the first 3 weeks of April were generally in the 1 inch range across most of inland Miami-Dade County. As a result, water levels in the Everglades reached near-record low levels. This led to the development of severe drought conditions across the area.","A very dry March and beginning of April led to severe drought conditions which developed over interior and western sections of southern Florida by the 3rd week of April. Several wildfires were reported in these areas.",406
881021,MIAMI-DADE CO.,PENNSUCO,04/30/2020,1235,Thunderstorm Wind,52.00, ,0,0,0,1000,FL,EST-5,MG,146598,C,86,MFL,0,0,Public, , , ,5,NW,5,NW,PENNSUCO,04/30/2020,1235,25.9326,-80.4288,25.9326,-80.4288,"A cluster of thunderstorms had a measured wind gust of 60-mph wind gust/52 knot vis a handheld anemometer just south of the US Highway 27 and Krome Avenue intersection.","A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida.",407
881020,MIAMI-DADE CO.,MIAMI NEW TAMIAMI AR,04/30/2020,1242,Thunderstorm Wind,52.00, ,0,0,0,0,FL,EST-5,EG,146598,C,86,MFL,0,0,Social Media, , , ,3,NE,3,SSE,WESTWOOD LAKES,04/30/2020,1242,25.6786,-80.3846,25.6958,-80.3602,"Several social media reports show large tree uprooted and covering road near intersection of SW 96th and 117th avenue, along with moderate- to large-size tree split, with much of the tree having fallen over in the Kendalltown area. This is in association with a cluster of thunderstorms with a wind gust of 43 mph/37 knots measured at ASOS station KTMB, Tamiami Airport.","A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida.",408
881022,MIAMI-DADE CO.,(MIA)MIAMI INTL,04/30/2020,1250,Thunderstorm Wind,48.00, ,0,0,0,1000,FL,EST-5,EG,146598,C,86,MFL,0,0,Social Media, , , ,0,N,0,N,(MIA)MIAMI INTL,04/30/2020,1250,25.8,-80.28,25.8,-80.28,"Social media reported photos of tree split, with large branch down near SW 8th street and SW 127th ave in Miami as a thunderstorm. Also reported was a damage to a thin metal carport and associated tarp.","A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida.",409
890799,MIAMI-DADE CO.,(MIA)MIAMI INTL,04/30/2020,1255,Thunderstorm Wind,57.00, ,0,0,0,0,FL,EST-5,MG,146598,C,86,MFL,0,0,Mesonet, , , ,1,SE,1,SE,(MIA)MIAMI INTL,04/30/2020,1255,25.7933,-80.2741,25.7933,-80.2741,"A wind gust of 66 mph was recorded by the Earth Networks site MNTLA at the Miami International Airport South Terminal at a height of 95 feet.","A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida.",410
881019,MIAMI-DADE CO.,MIAMI,04/30/2020,1300,Thunderstorm Wind,52.00, ,0,0,1000,0,FL,EST-5,EG,146598,C,86,MFL,0,0,Social Media, , , ,3,NW,3,NW,MIAMI,04/30/2020,1300,25.7993,-80.2235,25.7993,-80.2235,"Social media reported damage to a large, rod-supported, outdoors shelter unit which was flipped over and damaged in backyard of a member of the public near intersection of NW 24th street and NW 17th avenue.","A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida.",411
890802,MIAMI-DADE CO.,HIALEAH,04/30/2020,1303,Thunderstorm Wind,52.00, ,0,0,0,0,FL,EST-5,EG,146598,C,86,MFL,0,0,Social Media, , , ,2,NW,2,NW,HIALEAH,04/30/2020,1303,25.87,-80.29,25.87,-80.29,"Social media reported a large tree limb snapped and resting over adjacent fence in Hialeah.","A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida.",412
890796,MIAMI-DADE CO.,PINEWOOD,04/30/2020,1305,Thunderstorm Wind,52.00, ,0,0,0,0,FL,EST-5,EG,146598,C,86,MFL,0,0,Public, , , ,1,S,1,S,PINEWOOD,04/30/2020,1305,25.8335,-80.2271,25.8335,-80.2271,"Patio-area tall metal enclosure, associated covering, and ancillary items toppled and damaged in association with a cluster of severe thunderstorms that moved through the Miami area yesterday. Location is near intersection of NW 64th street and NW 18th |Avenue in Liberty City. Report received via social media.","A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida.",413
881018,MIAMI-DADE CO.,MIAMI,04/30/2020,1310,Thunderstorm Wind,54.00, ,0,0,0,0,FL,EST-5,MG,146598,C,86,MFL,0,0,NWS Storm Survey, , , ,1,NE,1,NE,MIAMI,04/30/2020,1313,25.7832,-80.1894,25.7832,-80.1894,"National weather service storm survey reveals sporadic, generally minor wind damage around Biscayne Boulevard near the American Airlines Arena from thunderstorms. This includes an electronic roadside billboard blown over, with ancillary items previously scattered about Biscayne Boulevard and minor related damage. Also, metal blockades blown over in park beside entrance of Miami River into Biscayne Bay. Widely scattered tree limbs and branches down. Damage is consistent with earlier 62-mph/53 knot measured wind gust at the Frost Museum of Science at a height of 60 to 70 feet above ground in the immediate area of the damage.","A line of thunderstorms developed over loop current in the Gulf of Mexico ahead of an approaching cold front. As the line progressed eastward, strong daytime heating allowed for an Atlantic Sea breeze to develop across, which resulted several rounds of thunderstorms that produced damaging wind gusts and hail across South Florida.",414
896953,INLAND MIAMI-DADE (ZONE), ,05/01/2020,0,Drought, , ,0,0,0,0,FL,EST-5, ,148868,Z,73,MFL,0,0,Drought Monitor, , , , , , , , ,05/26/2020,700, , , , ,"Less than three-quarters of an inch of rain fell during the first half of May across inland portions of Miami-Dade County, leading to the continuation of severe drought conditions. Surface and underground water levels dropped to around 10% of normal in some areas. Rainfall increased significantly during the second half of May, putting an end to the severe drought conditions by the end of the month.","Very dry conditions which began in March continued through the first half of May, leading to an expansion of severe drought conditions from SW Florida eastward to most of southern Miami-Dade County. Several large wildfires flared up across the Everglades and Big Cypress, most notably in Golden Gate Estates and near the borders of Miami-Dade, Collier, and Mainland Monroe counties.",415
